amount,hour,txn_velocity_1h,acct_age_days,amount_to_avg_ratio,cross_border,is_fraud
46.1,8,1,2773,1.314,0,0
51.65,19,2,3352,0.446,0,0
81.64,15,0,2217,1.13,1,0
157.8,11,3,943,0.778,0,0
136.27,22,4,767,0.836,0,0
389.08,21,3,3331,0.792,0,0
31.74,6,1,1863,0.451,0,0
546.79,10,0,3319,0.743,1,0
76.66,16,2,2451,1.109,0,0
62.56,20,2,828,0.467,0,0
6.78,19,1,3114,1.085,0,0
169.65,14,1,3937,0.963,0,0
113.17,7,0,3836,1.207,0,0
20.16,20,2,1170,1.2,0,0
470.0,10,4,2455,0.979,0,0
61.86,14,5,869,1.152,0,0
52.61,20,1,1628,0.999,0,0
39.31,18,0,3991,0.257,0,0
124.38,7,4,3723,0.893,1,0
958.3,1,8,30,6.081,0,1
83.61,14,1,2369,0.906,0,0
54.74,7,1,3060,0.852,0,0
127.45,10,0,1228,0.05,0,0
71.93,21,2,3250,1.136,0,0
53.19,10,1,343,1.386,1,0
107.7,17,1,354,0.869,0,0
32.76,22,0,1323,1.114,0,0
83.01,17,1,251,0.8,0,0
21.35,14,2,2112,0.628,0,0
66.49,14,1,2941,0.957,0,0
190.68,7,0,1740,0.522,0,0
80.4,12,3,2330,1.257,0,0
105.06,19,1,3989,1.444,0,0
176.68,22,2,1896,1.116,0,0
76.6,21,0,2172,0.917,0,0
32.33,13,1,1118,1.547,0,0
81.81,20,0,1330,0.476,0,0
95.15,7,2,2550,0.95,0,0
48.56,18,0,774,0.823,0,0
368.34,22,2,3019,1.4,0,0
375.83,15,1,3139,1.081,0,0
83.8,15,1,3716,1.377,0,0
227.64,15,2,469,1.262,0,0
604.32,3,3,260,3.645,0,1
34.42,21,2,3503,0.771,0,0
69.1,13,1,2938,1.055,0,0
62.37,19,1,1582,1.252,0,0
78.85,16,4,967,1.342,0,0
51.63,9,2,3836,1.087,0,0
92.95,12,2,2402,1.223,0,0
113.03,7,1,598,1.336,0,0
33.04,17,0,3008,1.034,0,0
30.87,17,1,1783,0.097,0,0
91.66,13,1,510,0.993,0,0
49.01,18,0,2956,1.298,0,0
182.52,22,0,3868,0.568,0,0
3415.63,6,2,3052,1.675,1,0
66.47,11,0,3585,1.395,0,0
124.27,17,0,2357,0.63,0,0
77.0,15,0,3198,0.523,1,0
69.12,15,0,1513,0.95,0,0
20.77,13,1,1472,1.165,0,0
30.85,14,3,2655,1.751,1,0
26.4,6,1,3992,1.152,0,0
294.01,11,2,3502,1.788,0,0
167.91,20,2,3124,1.163,0,0
540.7,5,4,220,7.875,0,1
68.34,7,1,2445,0.427,0,0
32.52,17,4,1415,0.607,0,0
178.43,17,1,3203,1.065,0,0
88.59,16,2,862,0.867,0,0
103.42,20,2,2042,0.596,0,0
129.15,19,3,2983,1.013,1,0
48.8,10,3,2676,1.119,0,0
48.97,12,2,3118,0.855,1,0
114.96,20,2,596,1.002,0,0
41.13,14,1,3394,0.986,0,0
340.77,8,1,2717,1.285,0,0
24.01,16,2,3860,0.692,0,0
97.34,7,0,991,0.961,0,0
62.07,6,0,952,1.104,0,0
83.9,7,2,2126,0.75,0,0
86.95,8,0,2213,0.283,0,0
382.6,10,2,1705,1.015,0,0
20.02,14,2,1822,1.508,0,0
67.54,11,0,3992,1.097,0,0
29.49,22,1,3960,0.902,0,0
19.5,8,2,1503,0.233,0,0
116.65,9,2,1983,1.707,0,0
73.02,22,2,566,0.688,0,0
14.55,15,0,1887,1.419,0,0
200.4,15,0,820,0.943,0,0
67.72,16,1,2504,1.418,0,0
83.77,17,2,2467,1.188,0,0
94.22,15,1,2416,1.045,0,0
68.29,11,0,1619,1.044,0,0
40.11,11,0,1835,0.84,0,0
92.71,11,0,1281,1.324,1,0
255.73,6,0,286,1.365,0,0
52.28,17,2,1657,1.002,0,0
64.53,6,1,2617,1.183,0,0
86.66,18,1,799,0.996,0,0
50.46,9,1,2634,1.25,0,0
268.69,1,5,35,3.567,1,1
43.64,7,0,3405,0.985,1,0
123.28,19,0,1761,1.044,1,0
181.95,17,0,3446,1.452,0,0
159.89,14,0,1203,0.837,0,0
17.54,18,2,1061,0.939,0,0
518.02,7,4,451,1.462,0,0
396.65,10,1,3684,1.033,0,0
16.31,22,2,1789,0.802,0,0
391.48,21,1,2632,0.99,0,0
53.35,10,2,539,1.193,0,0
88.93,19,1,3740,0.423,0,0
147.61,6,1,3300,0.948,0,0
97.91,22,0,1457,1.653,0,0
53.75,14,2,1664,0.634,0,0
78.66,14,2,2545,0.816,0,0
198.82,21,2,388,1.148,0,0
96.84,6,2,932,0.202,0,0
203.68,10,3,2773,1.4,0,0
82.44,14,1,1380,0.96,0,0
59.18,18,3,3748,1.256,0,0
110.07,21,2,548,1.242,1,0
239.12,4,8,135,5.608,1,1
231.67,8,1,3863,1.602,0,0
149.53,8,2,3002,1.266,0,0
126.55,17,1,3957,1.14,0,0
163.97,19,2,1151,0.715,0,0
420.9,15,2,1765,1.399,0,0
63.79,20,2,3852,0.337,0,0
85.53,16,0,3114,1.02,0,0
129.3,21,3,306,0.684,0,0
152.03,12,5,1674,1.247,0,0
15.81,20,0,2505,0.655,0,0
165.59,8,1,3686,1.274,0,0
25.94,13,0,3375,1.101,0,0
21.0,22,1,3578,0.694,0,0
86.76,16,0,668,1.441,0,0
182.11,7,3,2944,1.099,0,0
608.33,15,1,2846,1.174,0,0
102.98,20,1,3814,0.584,0,0
579.68,14,3,2443,1.517,0,0
132.89,14,1,1062,1.331,0,0
542.19,20,0,2602,0.915,0,0
27.43,17,0,423,1.156,0,0
70.11,16,1,3771,1.127,0,0
51.93,7,2,1881,1.368,1,0
136.99,9,1,2692,1.383,0,0
204.51,12,2,215,1.226,0,0
36.9,15,0,2332,0.368,0,0
293.05,9,1,692,1.103,0,0
31.63,9,2,3749,0.469,0,0
44.62,11,0,2457,0.941,0,0
33.62,18,4,2587,1.422,0,0
101.17,11,2,3386,0.963,0,0
50.8,18,1,3164,0.769,0,0
74.81,20,0,1592,0.301,0,0
54.83,18,2,1596,0.964,0,0
25.72,18,2,2255,0.773,0,0
49.19,19,1,2949,1.074,0,0
195.83,11,1,3383,1.063,0,0
198.92,17,1,991,0.623,0,0
14.87,6,1,3165,0.343,1,0
58.47,22,2,1675,1.18,1,0
75.36,20,0,2195,1.066,0,0
110.65,12,1,580,1.533,0,0
55.35,12,0,1878,0.909,1,0
73.73,21,1,3945,1.163,0,0
225.28,10,0,452,1.115,0,0
200.65,20,1,3873,1.328,0,0
70.4,14,0,2904,1.211,0,0
437.97,18,1,2848,0.984,0,0
148.33,21,0,909,1.784,0,0
138.62,19,1,917,0.657,0,0
16.77,15,2,2788,1.228,0,0
49.08,7,0,1024,0.973,0,0
6.26,11,1,2177,0.963,0,0
35.91,13,2,3229,1.683,0,0
122.45,6,1,584,0.926,0,0
1003.97,23,3,216,5.451,1,1
380.27,20,2,3193,1.403,0,0
148.22,18,2,379,1.212,0,0
92.11,7,2,1133,1.198,0,0
376.11,12,3,3981,0.897,0,0
17.16,14,1,1274,0.388,1,0
110.04,21,4,532,0.676,0,0
271.03,21,1,3247,1.206,0,0
151.49,19,2,1034,0.925,0,0
158.89,10,2,1355,0.982,0,0
39.77,19,4,1783,1.325,0,0
87.93,22,3,2138,0.92,0,0
119.84,19,0,2267,1.256,0,0
865.94,9,3,1962,1.684,0,0
18.85,20,2,536,1.145,0,0
15.32,7,1,2403,1.256,0,0
143.25,13,1,3020,0.742,1,0
41.47,6,0,788,0.92,1,0
69.49,14,1,2500,0.731,0,0
468.65,12,1,2862,0.543,0,0
157.33,17,0,1223,1.353,0,0
129.42,16,0,1917,1.433,0,0
166.06,7,3,337,0.714,0,0
26.89,11,1,1328,1.127,0,0
515.58,14,3,3350,0.507,0,0
54.03,7,2,461,0.881,0,0
101.41,17,2,214,0.176,0,0
182.95,10,2,481,0.62,0,0
111.02,20,2,3351,0.441,1,0
82.07,7,1,3300,0.887,0,0
17.75,16,3,2469,0.892,1,0
68.4,16,1,764,0.672,0,0
26.46,11,1,2658,0.962,0,0
87.33,14,1,2636,1.117,0,0
43.25,15,2,3777,0.968,0,0
71.46,21,1,2382,0.622,0,0
73.35,7,0,288,0.932,0,0
41.75,7,0,2541,0.783,0,0
55.43,7,1,614,0.651,0,0
75.6,8,1,2710,0.63,0,0
159.31,15,1,1011,0.507,0,0
50.31,20,0,1757,0.454,0,0
55.84,19,1,1787,1.177,0,0
38.84,13,0,513,0.745,0,0
273.26,20,1,2909,0.884,0,0
54.67,22,1,1058,1.609,0,0
104.04,16,0,368,0.753,0,0
9.17,22,2,1759,0.409,0,0
67.0,20,1,3841,0.91,0,0
362.7,15,2,2310,1.502,0,0
337.64,22,0,1412,0.756,0,0
128.16,3,4,222,4.261,1,1
64.35,8,2,2278,1.623,0,0
58.87,10,2,2597,0.981,0,0
96.96,21,0,3395,1.004,1,0
52.42,11,0,1292,0.857,0,0
805.57,16,4,412,0.45,0,0
55.69,18,1,3277,0.807,0,0
46.01,12,2,383,0.823,0,0
33.85,9,3,1031,0.997,0,0
281.41,17,2,716,1.283,0,0
80.24,21,1,655,1.548,0,0
64.93,21,1,2443,0.991,0,0
79.4,17,4,2368,1.119,0,0
179.13,22,1,1502,1.653,0,0
62.82,20,0,914,1.297,0,0
528.06,12,3,2915,1.628,0,0
164.05,20,1,3331,0.867,0,0
82.32,15,2,2131,0.95,0,0
6.62,16,3,1908,1.052,0,0
65.25,13,2,2356,0.819,0,0
51.12,9,1,255,0.672,0,0
139.04,13,2,1918,1.184,0,0
39.9,14,2,2198,0.714,0,0
30.53,14,4,2590,1.155,0,0
109.14,13,2,351,1.17,0,0
41.55,14,1,3783,1.383,0,0
77.78,17,0,3971,0.862,0,0
50.73,9,2,844,0.491,0,0
64.01,21,0,3717,0.505,0,0
196.3,18,1,273,1.393,0,0
81.9,11,1,3666,0.733,0,0
245.67,16,1,3464,1.026,0,0
250.99,17,1,628,0.811,0,0
157.21,13,2,3857,0.949,0,0
1773.96,15,0,965,1.25,0,0
20.85,9,0,2224,1.191,0,0
63.94,18,1,1180,1.187,0,0
50.48,16,1,1197,0.881,0,0
61.56,7,2,2645,0.727,0,0
88.43,8,3,777,1.11,0,0
282.92,9,4,193,1.514,0,0
39.29,10,1,3878,1.186,0,0
94.36,8,0,3613,0.26,0,0
104.39,7,1,2924,1.414,0,0
186.44,17,2,369,0.817,0,0
37.83,6,0,1476,1.172,0,0
46.09,21,2,3600,0.528,0,0
155.06,19,1,228,1.022,0,0
58.17,11,0,3465,0.958,1,0
134.28,22,0,1263,1.259,0,0
24.67,22,2,2156,1.744,0,0
111.8,10,2,431,1.31,0,0
71.93,17,0,789,0.782,0,0
43.78,7,3,2656,0.808,0,0
43.48,12,3,3857,1.038,0,0
91.64,22,2,2050,0.332,0,0
109.0,6,3,1458,0.844,0,0
82.79,21,2,834,0.611,0,0
53.67,17,2,927,0.588,0,0
50.57,9,2,3842,0.832,0,0
77.62,20,0,878,1.158,0,0
141.33,14,0,3547,0.914,0,0
27.74,9,1,1310,0.583,0,0
50.7,20,2,2941,0.799,0,0
244.15,7,1,315,0.797,0,0
15.75,14,2,1199,0.93,0,0
96.26,10,1,3706,1.072,0,0
53.76,7,4,3211,0.715,0,0
34.3,8,1,1425,0.544,0,0
53.34,9,1,3372,0.672,0,0
118.21,8,3,1141,1.276,0,0
193.76,17,3,3161,1.254,0,0
995.43,23,2,235,3.523,1,1
126.12,18,0,3942,0.452,0,0
20.49,7,1,487,1.233,0,0
31.24,7,2,3879,1.305,0,0
140.7,17,0,3924,1.196,0,0
79.85,20,1,3543,0.886,0,0
24.6,15,1,540,0.363,0,0
75.89,17,3,560,1.312,0,0
82.67,6,3,1244,0.974,0,0
54.96,8,1,3379,0.72,0,0
318.38,20,2,3261,1.044,0,0
65.45,10,4,2828,1.168,0,0
34.23,14,2,3838,1.411,0,0
352.99,10,2,2708,0.275,0,0
96.6,13,5,167,0.994,0,0
50.94,21,2,1609,1.092,0,0
160.11,19,5,3053,0.858,0,0
176.47,14,5,2377,1.124,0,0
148.36,13,3,2548,1.01,0,0
65.01,20,0,3583,0.442,0,0
79.33,22,1,2493,1.166,0,0
89.31,8,0,1062,0.145,0,0
18.99,6,0,709,0.92,0,0
219.0,7,2,2333,1.217,0,0
220.98,12,5,1072,1.451,0,0
20.2,17,1,193,1.112,0,0
179.72,21,1,2941,1.252,0,0
201.84,19,4,3902,1.201,0,0
184.72,14,1,2545,0.933,0,0
126.14,17,3,1124,0.482,0,0
23.78,7,1,1059,0.969,0,0
122.21,7,2,1493,1.26,0,0
59.84,10,1,1824,0.491,0,0
110.48,14,1,1222,1.502,0,0
43.14,6,3,3049,0.765,0,0
138.1,15,2,3088,1.386,0,0
24.8,21,1,3019,1.058,0,0
73.03,13,3,3982,0.856,0,0
99.01,21,0,3524,1.424,1,0
81.37,6,0,3354,0.709,0,0
41.78,14,0,3262,1.761,0,0
84.91,16,1,2063,1.147,0,0
38.12,17,0,1068,0.917,0,0
32.52,10,0,734,1.25,0,0
180.23,7,3,3131,0.856,0,0
82.49,17,0,3331,0.172,0,0
44.72,10,1,2547,0.702,0,0
158.48,16,1,426,0.93,0,0
86.22,8,1,520,0.717,0,0
59.07,10,0,3550,1.23,0,0
71.29,9,3,2076,1.208,0,0
84.7,14,1,1216,1.349,1,0
66.8,10,1,2993,0.823,1,0
26.0,13,1,136,1.222,0,0
77.57,14,0,2423,0.827,0,0
151.41,14,3,727,0.424,0,0
787.12,15,1,1031,0.869,0,0
451.03,9,1,3553,0.921,0,0
48.17,12,4,3474,0.845,1,0
389.3,12,1,2459,0.732,0,0
37.37,13,1,3774,1.63,0,0
79.19,22,3,2893,1.096,0,0
59.14,21,1,929,0.989,0,0
229.13,15,2,2866,0.567,0,0
76.44,18,0,2944,1.378,0,0
204.34,6,0,2459,0.973,0,0
85.3,14,0,2190,1.451,0,0
51.51,8,0,244,1.153,0,0
90.34,20,3,1844,0.566,0,0
176.45,18,0,2666,1.642,0,0
171.25,17,0,688,0.968,0,0
33.04,18,1,2828,1.105,0,0
150.18,17,1,1386,1.551,0,0
162.21,6,1,719,0.187,0,0
197.87,14,0,3189,0.775,0,0
689.45,21,2,2953,1.074,0,0
88.94,22,1,1191,0.992,0,0
61.66,14,2,2512,0.856,0,0
96.52,11,2,3632,0.673,0,0
116.04,16,1,3537,0.703,0,0
70.42,15,3,1350,1.212,0,0
31.22,6,1,3747,1.222,0,0
58.88,9,0,196,0.955,0,0
272.94,18,0,3787,1.03,0,0
188.79,20,0,712,1.136,0,0
302.83,14,1,1306,1.148,0,0
723.95,20,3,3598,0.727,0,0
118.09,10,1,346,0.961,0,0
143.6,15,2,3906,0.588,0,0
132.37,7,0,2759,0.263,1,0
316.11,19,2,2903,0.566,0,0
704.44,21,1,2970,0.896,0,0
84.79,20,1,1812,0.942,0,0
70.13,12,1,1876,1.392,0,0
32.44,20,2,1400,1.165,0,0
179.63,19,2,800,0.562,0,0
46.3,15,2,2511,0.974,0,0
575.57,19,2,3806,0.945,0,0
54.08,19,1,1259,0.969,0,0
13.14,14,2,3527,1.15,0,0
28.88,6,0,3755,0.951,0,0
121.9,12,2,1561,1.301,0,0
129.64,7,0,2549,0.736,0,0
30.95,11,1,807,0.937,1,0
123.76,22,1,438,1.01,0,0
71.39,12,2,3864,0.762,0,0
76.58,13,2,2619,0.602,0,0
55.63,22,1,3403,1.288,0,0
580.5,22,1,2341,0.441,0,0
11.59,20,1,2758,0.362,0,0
916.11,15,1,1921,1.282,0,0
198.6,9,0,1243,1.14,0,0
53.35,8,1,2855,1.088,0,0
100.54,19,8,2161,0.885,0,0
326.44,10,2,3940,1.099,0,0
60.8,14,3,2265,0.648,0,0
124.17,17,2,281,1.313,0,0
16.9,17,0,750,1.403,0,0
57.45,12,1,1299,0.648,0,0
160.2,20,0,665,0.96,0,0
477.31,8,2,1249,1.246,0,0
33.53,10,0,1560,1.217,0,0
48.65,14,1,2819,0.545,0,0
54.82,14,0,2961,1.191,1,0
90.88,14,3,3675,1.212,0,0
36.88,13,2,299,1.389,1,0
36.98,8,1,1703,1.348,0,0
14.45,7,0,1455,1.526,0,0
28.27,20,3,3735,1.102,0,0
256.37,9,3,3759,1.129,0,0
65.97,7,2,2037,0.973,1,0
97.32,21,1,3367,0.78,0,0
166.24,13,0,838,0.531,0,0
99.07,21,1,1206,0.556,0,0
637.22,8,1,1015,0.838,1,0
51.86,17,2,3702,1.109,0,0
39.72,7,6,122,0.914,0,0
18.63,9,0,3588,0.799,0,0
41.81,18,1,2808,0.911,0,0
38.58,22,0,2270,1.191,0,0
99.19,18,0,1566,0.82,0,0
329.37,8,1,1512,0.399,0,0
29.66,22,2,3060,1.031,1,0
220.47,14,1,2597,1.312,0,0
246.1,18,1,600,1.237,0,0
24.83,21,0,2078,1.24,0,0
49.16,13,0,3869,1.223,0,0
152.93,11,1,1275,0.799,0,0
50.74,20,1,728,0.292,0,0
43.39,19,1,1773,1.108,0,0
83.66,17,1,2143,0.833,0,0
146.92,19,1,3138,1.029,0,0
38.64,16,1,803,1.379,0,0
125.5,20,1,1166,1.047,0,0
224.73,18,0,2962,0.967,1,0
30.04,6,1,474,0.74,0,0
46.03,20,3,3707,1.629,0,0
113.54,12,0,2151,2.108,0,0
63.17,18,3,1856,0.787,0,0
67.02,15,0,2361,0.66,0,0
28.16,15,1,1758,1.431,0,0
21.38,6,0,473,0.905,0,0
549.32,15,1,3734,0.778,0,0
65.05,11,4,1587,1.61,0,0
163.34,22,0,1633,1.077,0,0
126.31,16,2,3599,0.72,0,0
180.83,19,5,1562,1.022,0,0
129.8,8,1,3747,0.744,0,0
50.35,10,3,3249,1.585,0,0
146.56,15,1,835,0.808,0,0
279.67,3,4,359,3.043,0,1
322.43,10,1,1038,0.942,0,0
455.96,18,0,569,0.675,0,0
82.6,11,2,514,1.114,0,0
117.5,18,0,1242,1.517,1,0
53.9,14,0,1453,0.871,0,0
135.61,14,1,2243,1.457,0,0
423.32,21,4,3899,1.35,0,0
40.18,21,1,786,0.891,0,0
34.01,18,3,3744,0.336,1,0
104.16,13,1,2725,1.484,0,0
1485.33,17,4,571,0.977,0,0
19.8,10,0,205,1.139,0,0
180.5,20,1,235,1.249,1,0
43.41,15,2,235,1.092,0,0
41.73,20,1,904,0.705,0,0
20.76,18,0,932,0.924,0,0
82.26,9,1,3521,1.327,0,0
284.7,14,2,1176,0.49,0,0
131.96,22,1,3430,0.867,0,0
73.84,10,2,606,0.762,1,0
89.04,17,0,3504,0.846,0,0
100.79,7,0,2368,1.432,0,0
135.45,17,0,3322,1.356,0,0
157.45,8,2,258,0.643,0,0
29.07,8,2,3466,1.392,0,0
54.45,10,1,1717,0.427,0,0
83.44,16,0,2618,1.031,0,0
921.66,18,1,3894,0.752,0,0
33.51,20,1,2234,1.107,0,0
18.76,16,1,2393,1.102,0,0
19.97,19,1,1135,1.846,0,0
72.27,19,0,960,1.404,0,0
16.03,16,0,3665,0.956,0,0
54.83,19,2,671,0.914,0,0
410.95,15,1,1517,1.412,0,0
40.04,13,1,1285,1.487,0,0
2197.0,0,8,145,4.342,0,1
69.38,10,0,3803,0.6,0,0
281.68,15,1,1678,1.05,0,0
101.28,12,1,320,0.825,0,0
180.14,11,4,2287,1.254,0,0
209.92,21,0,821,1.294,0,0
8.18,20,1,1306,1.17,0,0
64.53,7,1,2849,1.296,0,0
30.69,9,1,2088,1.242,0,0
38.85,21,3,1324,1.511,0,0
30.16,10,4,2432,1.031,0,0
122.24,22,3,1285,1.092,0,0
28.77,22,1,470,1.298,0,0
62.31,6,2,3465,1.108,0,0
90.69,21,0,2429,1.259,0,0
19.63,16,3,2612,1.364,0,0
45.03,11,2,2457,0.904,0,0
63.39,8,2,2197,1.51,0,0
41.62,16,2,714,1.419,0,0
108.74,8,3,333,1.118,0,0
26.62,21,0,2149,1.405,0,0
28.79,17,5,3753,1.086,0,0
67.35,18,0,1941,1.678,0,0
3.4,13,1,3872,0.611,0,0
45.46,22,2,2001,1.605,0,0
207.22,19,1,3907,0.983,0,0
197.86,21,1,259,0.66,0,0
35.22,14,1,3005,0.909,0,0
35.64,9,2,3199,0.763,0,0
39.96,14,2,3601,0.515,0,0
53.16,14,0,1882,0.779,0,0
102.57,10,0,2584,0.348,1,0
195.14,18,2,1500,0.497,0,0
59.77,13,2,3964,1.537,1,0
37.05,7,3,3596,1.393,0,0
23.79,22,1,159,0.59,0,0
175.62,9,1,3701,0.993,0,0
83.57,12,2,1621,0.851,0,0
107.34,15,4,1677,0.512,0,0
74.99,19,2,1638,1.435,0,0
103.83,17,2,1641,0.702,0,0
55.27,7,1,3751,1.836,0,0
214.4,6,1,1109,0.582,0,0
76.9,20,0,1575,1.141,0,0
39.63,22,4,3853,0.721,0,0
188.37,16,2,431,1.283,0,0
75.34,10,1,3244,1.306,0,0
16.35,21,1,1245,1.261,0,0
89.23,14,2,3784,1.245,0,0
187.23,22,1,1560,1.043,0,0
93.3,9,2,1989,0.916,0,0
69.58,6,2,712,0.698,0,0
347.17,7,3,523,1.35,0,0
65.23,21,1,2307,0.846,0,0
51.29,10,1,592,0.828,0,0
128.98,13,1,1659,1.066,0,0
119.14,17,0,214,0.358,0,0
76.75,8,1,3379,0.813,0,0
86.06,16,0,2558,1.163,0,0
105.38,18,2,2422,1.068,1,0
103.14,13,0,3507,1.178,0,0
78.04,12,1,532,0.999,0,0
167.66,22,5,2089,0.976,0,0
15.93,14,1,174,1.611,0,0
89.84,21,0,3380,0.691,0,0
50.12,20,6,1731,1.074,0,0
142.19,21,0,3705,0.628,0,0
81.7,18,0,847,1.016,0,0
47.68,12,2,3103,1.009,0,0
121.0,9,3,263,1.699,0,0
123.01,9,0,1134,1.701,0,0
106.71,22,1,2328,0.864,0,0
32.39,7,2,3203,1.413,0,0
36.07,13,1,1200,0.463,0,0
58.46,9,1,1901,1.032,0,0
211.2,21,0,3150,1.099,0,0
58.72,15,1,1319,0.772,0,0
167.54,6,1,1344,1.226,0,0
69.92,14,1,2933,1.204,0,0
558.0,6,2,3341,1.307,0,0
143.89,17,1,2518,0.327,0,0
78.37,19,1,2077,1.037,0,0
130.57,16,3,2449,1.013,0,0
247.94,15,1,1985,0.993,0,0
159.65,13,1,1324,1.176,0,0
45.67,22,1,3652,1.854,0,0
42.91,17,1,980,1.347,0,0
73.79,19,2,1357,1.45,0,0
79.64,19,0,3173,0.596,0,0
17.59,8,1,3067,0.564,1,0
596.28,9,0,2959,0.858,0,0
36.39,15,3,2285,0.55,0,0
53.86,20,0,651,1.207,0,0
86.54,7,1,719,0.878,0,0
24.08,12,3,1208,0.929,0,0
214.41,19,3,342,1.058,0,0
33.88,11,1,1881,0.824,0,0
84.38,17,3,766,0.956,0,0
9.43,14,0,1511,0.946,0,0
307.82,12,2,2007,0.889,1,0
93.99,18,0,241,0.705,0,0
477.85,11,2,3873,1.068,1,0
107.87,8,0,2393,0.49,0,0
948.6,13,0,1964,0.734,0,0
247.08,19,1,1009,0.545,0,0
42.06,13,2,3002,0.867,0,0
360.93,21,1,2221,1.716,0,0
29.14,13,3,2572,0.912,0,0
88.68,21,1,2629,0.924,0,0
31.11,17,1,222,0.878,0,0
153.11,3,4,187,3.874,1,1
96.71,21,1,2218,0.788,0,0
64.31,8,0,3208,0.739,0,0
120.84,19,3,800,0.778,0,0
116.52,22,2,3020,0.386,0,0
124.16,10,1,1601,0.411,0,0
167.91,12,0,1731,0.931,0,0
56.79,16,1,975,0.874,0,0
20.3,15,3,3495,0.91,0,0
29.04,11,1,524,0.697,0,0
161.84,18,3,1243,1.382,0,0
14.61,14,2,2700,0.702,0,0
100.61,12,1,1957,1.174,0,0
154.34,9,0,1544,0.592,0,0
78.89,9,2,2970,0.78,0,0
123.82,11,0,3619,1.697,0,0
153.18,6,0,1348,0.941,0,0
27.73,12,1,3902,0.859,0,0
25.24,8,1,1200,1.329,0,0
86.37,13,1,3525,1.058,0,0
110.27,16,2,3074,1.099,0,0
48.19,18,1,1881,0.797,0,0
145.94,15,1,981,0.4,0,0
238.63,14,1,1694,0.855,0,0
73.76,14,2,1740,1.0,0,0
119.41,17,2,3940,0.928,1,0
15.31,16,1,3948,1.298,0,0
1098.23,17,0,2024,0.665,0,0
98.29,22,0,3732,0.964,0,0
20.48,12,1,1741,0.641,0,0
50.35,20,1,3984,1.109,0,0
256.66,12,0,1032,0.521,0,0
103.21,18,2,619,1.843,0,0
90.47,6,0,3934,0.996,0,0
55.79,22,3,1158,1.023,0,0
63.72,17,0,771,1.029,0,0
27.74,12,1,3614,0.854,0,0
99.29,20,2,2543,1.222,0,0
24.71,7,2,3771,1.033,0,0
43.67,21,1,2518,1.484,0,0
115.89,6,1,3104,0.931,0,0
26.34,22,1,1170,1.473,0,0
14.67,8,2,2035,1.229,0,0
116.3,19,1,2398,0.811,0,0
47.05,21,2,2857,0.373,0,0
73.4,10,1,741,0.876,0,0
104.09,9,3,213,1.933,0,0
71.02,16,1,671,0.737,0,0
240.88,18,3,3711,0.594,0,0
202.14,6,2,136,1.123,0,0
108.64,21,0,3365,0.526,0,0
74.32,10,0,474,1.38,0,0
434.96,10,0,3206,0.779,0,0
98.01,11,2,2915,0.831,0,0
62.95,20,0,2808,1.431,0,0
32.17,9,1,2079,0.462,0,0
59.08,20,0,751,0.425,0,0
23.47,11,1,1282,0.911,0,0
41.67,6,0,3420,0.905,0,0
17.78,19,0,3829,1.381,0,0
71.15,8,0,3430,1.509,0,0
201.54,7,1,1146,0.729,0,0
56.29,19,2,266,0.799,0,0
27.05,6,1,1448,1.573,0,0
58.67,13,2,857,1.095,0,0
42.61,6,1,2693,0.743,0,0
162.98,10,0,2018,1.1,0,0
22.98,20,2,3474,0.856,0,0
26.59,22,2,3603,0.711,0,0
11.97,21,2,3294,1.558,0,0
72.47,7,2,3577,0.902,0,0
66.17,17,2,3454,1.272,0,0
143.65,13,3,3908,0.624,0,0
28.83,20,1,2257,1.254,0,0
33.07,12,2,2383,0.878,0,0
144.56,12,2,3295,1.111,1,0
724.92,22,7,89,4.948,0,1
10.87,14,0,3354,1.116,0,0
59.0,14,1,1881,0.412,0,0
80.66,13,0,2355,1.714,0,0
74.41,19,2,3535,0.727,0,0
18.29,18,0,1927,1.097,0,0
233.03,11,2,2836,1.108,0,0
165.85,18,4,488,1.399,0,0
80.4,17,1,867,1.187,0,0
42.75,9,1,1545,1.662,0,0
80.51,16,3,3905,1.125,0,0
261.48,7,1,1166,1.346,0,0
85.38,6,1,3539,1.147,0,0
10.86,11,1,3822,1.194,0,0
8.56,20,3,2752,0.886,0,0
82.05,13,1,2817,1.586,0,0
120.34,10,2,3429,1.328,0,0
43.64,9,3,122,0.706,1,0
24.34,16,2,417,0.714,0,0
284.89,6,0,3934,1.247,0,0
98.27,1,2,113,3.644,0,1
68.89,19,2,3464,1.411,0,0
57.65,8,3,1302,1.128,0,0
167.02,13,3,855,1.37,0,0
23.35,12,2,3117,0.718,0,0
63.87,7,1,3705,1.44,0,0
74.7,12,3,3235,1.038,0,0
67.54,17,3,861,1.109,0,0
20.64,16,2,3573,1.253,0,0
168.5,16,2,184,0.718,1,0
99.05,18,2,1578,1.02,0,0
255.56,15,4,345,1.139,0,0
93.5,15,1,794,0.835,0,0
53.86,11,0,2478,1.278,0,0
21.33,18,2,1469,0.629,1,0
374.11,3,8,305,3.817,1,1
30.43,12,1,1132,0.62,0,0
47.44,8,0,1248,1.676,0,0
14.13,9,2,1183,1.178,0,0
42.04,19,2,3826,1.343,0,0
232.43,10,4,1220,0.883,0,0
93.17,16,1,3613,1.599,0,0
118.78,9,3,1587,0.689,0,0
42.45,9,1,1231,0.679,0,0
24.2,9,2,316,0.834,0,0
22.63,14,1,1182,0.9,0,0
